episode,character,line
Tourist Trapped,Gnome,Who's giving orders?! I need orders!
Tourist Trapped,Gnome 2,My arms are tired...
Tourist Trapped,Dipper,"(Triumphantly; while Mabel moves the leaf-blower back and forth, blowing gnomes as they retreat into the woods)Anyone else want some?"
Tourist Trapped,Gnomes,(Run off on all fours; one gets caught in a six-pack holder)
Tourist Trapped,Gompers,(Picks the six-pack holder up and runs off)Bah-ah-ah.
Tourist Trapped,Gnome in the six-pack holder,(In the background)Aaaaahhhhh!
Tourist Trapped,Mabel,"Hey, Dipper? I, um...I'm sorry for ignoring your advice. You really were just looking out for me."
Tourist Trapped,Dipper,"Oh, don't be like that. You saved our butts back there."
Tourist Trapped,Mabel,I guess I'm just sad that my first boyfriend turned out to be a bunch of gnomes.
Tourist Trapped,Dipper,Look on the bright side. Maybe the next onewillbe a vampire!
Tourist Trapped,Mabel,"Oh, you're just saying that!"
Tourist Trapped,Dipper,Awkward sibling hug?
Tourist Trapped,Mabel,Awkward sibling hug.
Tourist Trapped,Dipper & Mabel,"(Hug and pat each other)Pat, pat."
Tourist Trapped,Narration,The two walk into the Mystery Shack's gift shop. Dipper closes the door back with his right foot. They see Stan sorting a wad of dollar bills.
Tourist Trapped,Stan,Yeesh. You two get hit by a bus or something? A-hah!
Tourist Trapped,Dipper and Mabel,(Begin to walk away)
Tourist Trapped,Stan,"Uh, hey, w-wouldn't you know it, um... I accidentally overstocked some inventory, so, uh... how's about each of you take one item from the gift shop? On the house, y'know?"
Tourist Trapped,Mabel,Really?
Tourist Trapped,Dipper,(Folds arms)What's the catch?
Tourist Trapped,Stan,"The catch is do it before I change my mind, now take something.(Elbows the cash register open)"
Tourist Trapped,Dipper & Mabel,(Look around at items)
Tourist Trapped,Dipper,(Picks up a blue pine tree hat from one of the shelves and looks in a mirror)Hmm. That oughta do the trick!
Tourist Trapped,Mabel,"And I will have a...(Grabs item from box, hides it, twirls around and raises it up in the air)GRAPPLING HOOK! Yes!"
Tourist Trapped,Stan,"(To Dipper:)Wouldn't she rather have, like... a doll or something?"
Tourist Trapped,Mabel,(Fires the grappling hook up at the ceiling; it catches and pulls her up)Grappling hook!
Tourist Trapped,Stan,Fair enough!
Tourist Trapped,Narration,"Cut to Mabel and Dipper's bedroom. Dipper is writing while Mabel jumps on her bed, laughing."
Tourist Trapped,Dipper,"(Writing in Journal while narrating:)""This journal told me there was no one in Gravity Falls I could trust.(Looking at Mabel)But when you battle a hundred gnomes side-by-side with someone, you realize that they've probably always got your back."""
Tourist Trapped,Mabel,"(Shoots grappling hook, then reels it back with a stuffed animal attached)"
Tourist Trapped,Dipper,"Hey, Mabel, could you get the light?"
Tourist Trapped,Mabel,I'm on it!(Knocks light out the window with the grappling hook)It worked!
Tourist Trapped,Dipper and Mabel,(Laugh)
Tourist Trapped,Mabel,These grappling hooks...
Tourist Trapped,Dipper,"(Narrating:)""Our uncle told us there was nothing strange about this town. But who knows what other secrets are waiting to be unlocked?"""
Tourist Trapped,Narration,"Cut to the Mystery Shack exterior. Pan down to see Stan as he walks in holding a lantern. He goes into the gift shop and puts a code into thevending machine. The machine opens, revealing a secret passageway and Stan walks inside, looking side-to-side before closing it behind him."
Tourist Trapped,Narration,End credits: Steve pukes a rainbow for several seconds.
The Legend of the Gobblewonker,Narration,The episode opens withDipperandMabelat a table during breakfast.
The Legend of the Gobblewonker,Mabel Pines,(Holding Sir Syrup)Are you ready for the ultimate challenge?
The Legend of the Gobblewonker,Dipper Pines,(Holding Mountie Man)I'm always ready!
The Legend of the Gobblewonker,Mabel,Then you know what this means!
The Legend of the Gobblewonker,Narration,Camera zooms out to show Mabel and Dipper holding their respective syrup bottles.
The Legend of the Gobblewonker,Dipper & Mabel,Syrup race!(Tilt syrup bottles back and start to drip syrup into their mouths)Ahhh!
The Legend of the Gobblewonker,Mabel,"Go, Sir Syrup!"
The Legend of the Gobblewonker,Dipper,"Go, Mountie Man!"
The Legend of the Gobblewonker,Dipper & Mabel,Go! Go!
The Legend of the Gobblewonker,Dipper,Go! Go!
The Legend of the Gobblewonker,Mabel,Almost... almost...(Taps the bottom of her bottle and the syrup drips onto her tongue)Yes!(Coughs)I won!(Coughs)Bleah.
The Legend of the Gobblewonker,Dipper,"(Picks up and reads newspaper)Ho ho, no way! Hey Mabel, check this out."
The Legend of the Gobblewonker,Mabel,(Looking at ad in newspaper)Human-sized hamster balls?(Gasps)I'm human-sized!
The Legend of the Gobblewonker,Dipper,"No, no, Mabel. This.(Points to a monster photo contest ad)We see weirder stuff than that every day! We didn't get any photos of thosegnomes, did we?"
The Legend of the Gobblewonker,Mabel,"Nope, just memories. And this beard hair.(Holds up beard hair)"
The Legend of the Gobblewonker,Dipper,Why did you save that?
The Legend of the Gobblewonker,Mabel,"(Shrugs and makes an ""I dunno"" sound)"
The Legend of the Gobblewonker,Stan Pines,"Good morning, knuckleheads. You two know what day it is?"
The Legend of the Gobblewonker,Dipper,Um... Happy anniversary?
The Legend of the Gobblewonker,Mabel,Mazel tov!
The Legend of the Gobblewonker,Stan,"Baah!(Hits Dipper's head with a newspaper)It's Family Fun Day, genius!(Walks over to fridge and gets out milk)We're cuttin' off work and having one of those, you know,(sniffs milk in the refrigerator)bonding-type deals."
The Legend of the Gobblewonker,Dipper,"Grunkle Stan, is this gonna be anything like our last family bonding day?"
The Legend of the Gobblewonker,Narration,Flashback to Dipper and Mabel helping Grunkle Stan make counterfeit money
The Legend of the Gobblewonker,Stan,You call that Ben Franklin? He looks like a woman!(Hears police sirens)Uh-oh.
The Legend of the Gobblewonker,Narration,Cut to present.
The Legend of the Gobblewonker,Mabel,(Shudders)The county jail was so cold.
The Legend of the Gobblewonker,Stan,"All right, maybe I haven't been the best summer caretaker. But I swear, today we're gonna have somerealfamily fun. Now who wants to put on some blindfolds and get intomy car?"
The Legend of the Gobblewonker,Dipper & Mabel,YAY!
The Legend of the Gobblewonker,Dipper,"Wait, what?"
The Legend of the Gobblewonker,Narration,Cut totheme song.
The Legend of the Gobblewonker,Narration,Cut to a road in theforest. Grunkle Stan is driving his car with Dipper and Mabel blindfolded in the backseat. Stan leans down to adjust the radio and the tires screech.
The Legend of the Gobblewonker,Dipper,Whoa whoa!(Sighs)Blindfolds never lead to anything good.
The Legend of the Gobblewonker,Mabel,"Wow! I feel like all my other senses are heightened. I can see with my fingers!(Touches Dipper's face, making him laugh)"
The Legend of the Gobblewonker,Narration,"Car jumps, making the twins fly into the doors."
The Legend of the Gobblewonker,Dipper,"Whoa! Grunkle Stan, areyouwearing a blindfold?"
The Legend of the Gobblewonker,Stan,"Ha ha. Nah, but with these cataracts I might as well be. What is that, a woodpecker?(Drives through a wooden guardrail, making the twins scream)"
The Legend of the Gobblewonker,Narration,"Cut to thelake. Dipper and Mabel, still blindfolded, are standing in front of the parked car, which now has branches and sticks caught in the grill."
The Legend of the Gobblewonker,Stan,"Okay, okay. Open 'em up!"
The Legend of the Gobblewonker,Dipper and Mabel,(Take blindfolds off)
The Legend of the Gobblewonker,Stan,Ta-da! It's fishin' season!
The Legend of the Gobblewonker,Mabel,Fishing?
The Legend of the Gobblewonker,Dipper,"What're you playin' at, old man?"
The Legend of the Gobblewonker,Stan,You're gonna love it! The whole town's out here!
The Legend of the Gobblewonker,Narration,Camera pans across the lake showing various townspeople doing different fishing activities.
The Legend of the Gobblewonker,Lazy Susan,"(Waving pan)Here, fishy fishies! Get into the pan!"
The Legend of the Gobblewonker,Toby Determined,"(Taking picture of man with large fish)Say cheese!(Takes picture, the flash causing the man to fall backwards into the lake)"
The Legend of the Gobblewonker,Marcus,"(To his fatherManly Dan:)Uh, is this good?(Holds up a fishing pole)"
The Legend of the Gobblewonker,Manly Dan,"NO!(Takes the pole and breaks it in half)I'll show you how arealman fishes!(Grabs a fish straight out of water)Ha ha ha ha ha!(Throws fish on the floor of their boat and jumps on it, he punches it repeatedly)"
The Legend of the Gobblewonker,"Marcus, Kevin, & Gus",(Chanting:)Dad! Dad! Dad! Dad!
The Legend of the Gobblewonker,Tyler Cutebiker,(To Manly Dan:)Get 'em! Get 'em!
The Legend of the Gobblewonker,Narration,Cut back to the Pines.
The Legend of the Gobblewonker,Stan,That's some quality family bonding!
The Legend of the Gobblewonker,Dipper,"Grunkle Stan, why do you wannabondwith us all of a sudden?"
The Legend of the Gobblewonker,Stan,"Come on, this is gonna be great! I've never had fishing buddies before. The guys from the lodge won't go with me: they don't ""like"" or ""trust"" me."
The Legend of the Gobblewonker,Mabel,"(Quietly, to Dipper:)I think he actually wants to fish with us."
The Legend of the Gobblewonker,Stan,"Hey, I know what'll cheer you sad sacks up.(Slaps hats on Dipper and Mabel)Pow! Pines family fishing hats! That-that's hand stitching, you know."
The Legend of the Gobblewonker,Narration,"The ""L"" on the ""MABEL"" hat peels off."
The Legend of the Gobblewonker,Stan,"It's just gonna be you, me, and those goofy hats on a boat for ten hours!"
The Legend of the Gobblewonker,Dipper,Ten hours?
The Legend of the Gobblewonker,Stan,I brought the joke book!(Holds up1001 Yuk 'Em Ups)
The Legend of the Gobblewonker,Dipper,No! NO!
The Legend of the Gobblewonker,Mabel,There has to be a way out of this.
The Legend of the Gobblewonker,Old Man McGucket,"(Offscreen) I SEEN IT! I SEEN IT AGAIN! (Runs from dock, crashing into and overturning various things) The Gravity FallsGobblewonker! Come quick before it scrabdoodles away! (Dances frantically) Eh, eh, ha ha hoo, (Slaps himself) Ah, hee-hee..."
The Legend of the Gobblewonker,Mabel,Awww... He's doing a happy jig!
The Legend of the Gobblewonker,McGucket,(To Mabel:)NOOO! It's a jig of grave danger!
The Legend of the Gobblewonker,Tate McGucket,"(Comes out and sprays Old Man McGucket with a spray bottle)Hey, hey! Now what did I tell you about scaring my customers? This is your last warning, Dad!"
The Legend of the Gobblewonker,McGucket,"But I got proof this time, by gummity!"
The Legend of the Gobblewonker,Narration,Cut to dock.
The Legend of the Gobblewonker,McGucket,(Points at boat)BEHOLD! It's the Gobble-dy-wonker what done did it! It had a long neck like a gee-raffe! And wrinkly skin like...like this gentleman right here!(Points to Stan)
The Legend of the Gobblewonker,Stan,(Picking his ear)Huh?
The Legend of the Gobblewonker,McGucket,"It chawed my boat up to smitheroons, and shim-shammed over toScuttlebutt Island!(Points to an island)YOU GOTTA BELIEVE ME!(tugs on Tate's arm)"
The Legend of the Gobblewonker,Sheriff Blubs,Attention all units! We got ourselves a crazy old man!
The Legend of the Gobblewonker,Narration,(Everyone but the Pines and the ranger point and laugh at Old Man McGucket.)
The Legend of the Gobblewonker,Tate McGucket,(Shakes head in shame)
The Legend of the Gobblewonker,McGucket,"(Walking off)Aww, donkey spittle! Eh, banjo polish!"
The Legend of the Gobblewonker,Stan,"Well, that happened. Now let's untie this boat and get out on that lake!(Steps into hisrowboatand starts untying it from the dock)"
The Legend of the Gobblewonker,Dipper,"Mabel, did you hear what that old dude said?"
The Legend of the Gobblewonker,Mabel,"(Mimicking Old Man McGucket:)""Aww, donkey spittle!"""
The Legend of the Gobblewonker,Dipper,"The other thing. About the monster. If we can snag a photo of it, we can split the prize fifty-fifty."
The Legend of the Gobblewonker,Mabel,(Gasps)That's two fifties!
The Legend of the Gobblewonker,Dipper,Imagine what you could do with five. Hundred. Dollars!
The Legend of the Gobblewonker,Narration,Cut to Mabel's imagination. She is inside a human sized hamster ball in front of ahamsterin a smaller hamster ball.
The Legend of the Gobblewonker,Mabel,(To hamster:)Not so high and mighty anymore!
The Legend of the Gobblewonker,Hamster,Aww...
The Legend of the Gobblewonker,Mabel,"(Rolling back and forth)Aha haha haha.(Continues to giggle and crashes through the wall and rolls out onto the street and meetsXyler and Craz)Hey, boys! You can look, but ya can't touch.(When the light turns green, Mabel scurries down the street in her ball)Squeak, squeak, squeak, squeak!"
The Legend of the Gobblewonker,Xyler and Craz,Awesome!
The Legend of the Gobblewonker,Narration,Cut back to reality.
The Legend of the Gobblewonker,Dipper,(Snapping fingers)Mabel! Mabel?
The Legend of the Gobblewonker,Mabel,"Dipper, I am one million percent on board with this!"
The Legend of the Gobblewonker,Dipper,"Grunkle Stan! Change of plans: we're taking that boat to Scuttlebutt Island, and we're gonna find that Gobblewonker!"
The Legend of the Gobblewonker,Dipper and Mabel,(Cheering)Monster hunt! Monster hunt!
The Legend of the Gobblewonker,McGucket,(Joining the chant)Monster hunt!
The Legend of the Gobblewonker,Narration,Dipper and Mabel stop chanting and stare at McGucket.
The Legend of the Gobblewonker,McGucket,Monster... Eh... I'll go.
The Legend of the Gobblewonker,Narration,A large honking sound is heard.
The Legend of the Gobblewonker,Soos Ramirez,(Pulls up in hisboat)You dudes say somethin' about a monster hunt?
The Legend of the Gobblewonker,Mabel,Soos!
The Legend of the Gobblewonker,Soos,"Wassup, hambone!(Soos and Mabel fist bump and make explosion noises)Dude, you could totally use my boat for your hunt. It's got a steering wheel, chairs; normal boat stuff."
The Legend of the Gobblewonker,Stan,"All right, all right, let's think this through. Ya kids could go waste your time on some epic monster-finding adventure,oryou could spend the day learning how to tie knots and skewer worms with your Great Uncle Stan!"
The Legend of the Gobblewonker,Narration,The twins look at Soos in his boat; he does a robot dance. They look back at Stan in his leaky old boat; he sniffs his left armpit. They look at Scuttlebutt Island in the distance. They grin at each other.
